,resultId,number,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,round,date,time_hour,circuitRef,country,lat,status,driverRef,dob,nationality,constructorRef
5215,5216,2,1,\N,22,0.0,5,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,Collision,bernard,1964-08-24,French,renault
5216,5217,20,18,\N,23,0.0,5,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,+12 Laps,brabham,1965-09-05,Australian,brabham
5217,5218,6,5,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,Engine,cesaris,1959-05-31,Italian,brawn
5218,5219,11,22,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,Engine,brundle,1959-06-01,British,larrousse
5219,5220,32,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,Collision,belmondo,1963-04-23,French,team_lotus
5220,5221,14,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,Chassis,ralf_schumacher,1975-06-30,German,minardi
5221,5222,33,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,4,15/05/94,\N,villeneuve,Canada,45.5,Injury,lehto,1966-01-31,Finnish,simtek
5222,5223,5,1,1,1,10.0,78,1:49:55.3,6595300,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Disqualified,montoya,1975-09-20,Colombian,brawn
5223,5224,8,8,2,2,6.0,78,+37.278,6632578,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Disqualified,montermini,1964-05-30,Italian,bmw_sauber
5224,5225,28,3,3,3,4.0,78,+1:16.824,6672124,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Disqualified,larini,1964-03-19,Italian,toyota
5225,5226,15,14,4,4,3.0,77,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+2 Laps,gounon,1963-01-01,French,minardi
5226,5227,27,5,5,5,2.0,77,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+2 Laps,irvine,1965-11-10,British,toyota
5227,5228,24,12,6,6,1.0,77,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+2 Laps,beretta,1969-11-23,Monegasque,jaguar
5228,5229,6,17,7,7,0.0,77,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+2 Laps,cesaris,1959-05-31,Italian,brawn
5229,5230,19,18,8,8,0.0,76,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+3 Laps,ratzenberger,1960-07-04,Austrian,brabham
5230,5231,26,20,9,9,0.0,76,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+3 Laps,pantano,1979-02-04,Italian,forti
5231,5232,20,13,10,10,0.0,75,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+4 Laps,brabham,1965-09-05,Australian,brabham
5232,5233,11,19,11,11,0.0,73,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+6 Laps,brundle,1959-06-01,British,larrousse
5233,5234,12,16,\N,12,0.0,68,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Transmission,mcnish,1969-12-29,British,larrousse
5234,5235,33,24,\N,13,0.0,53,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Fuel system,lehto,1966-01-31,Finnish,simtek
5235,5236,34,23,\N,14,0.0,49,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Transmission,schiattarella,1967-11-17,Italian,simtek
5236,5237,9,6,\N,15,0.0,47,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Transmission,alboreto,1956-12-23,Italian,pacific
5237,5238,31,22,\N,16,0.0,45,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Gearbox,senna,1960-03-21,Brazilian,team_lotus
5238,5239,4,10,\N,17,0.0,40,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Gearbox,suzuki,1960-09-08,Japanese,lola
5239,5240,3,11,\N,18,0.0,38,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Transmission,sospiri,1966-10-07,Italian,lola
5240,5241,25,21,\N,19,0.0,34,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Radiator,fittipaldi,1971-01-18,Brazilian,forti
5241,5242,14,15,\N,20,0.0,27,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+1 Lap,ralf_schumacher,1975-06-30,German,minardi
5242,5243,7,2,\N,21,0.0,0,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Engine,marques,1976-01-19,Brazilian,bmw_sauber
5243,5244,0,4,\N,22,0.0,0,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Engine,sarrazin,1975-11-02,French,renault
5244,5245,10,7,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Engine,fontana,1975-01-20,Argentine,pacific
5245,5246,23,9,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Engine,mansell,1953-08-08,British,jaguar
5246,5247,30,0,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,+12 Laps,verstappen,1972-03-04,Dutch,bar
5247,5248,29,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,5,29/05/94,\N,istanbul,Turkey,40.9517,Chassis,gachot,1962-12-23,Belgian,bar
5248,5249,0,2,1,1,10.0,65,1:36:14.3,5774300,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Disqualified,sarrazin,1975-11-02,French,renault
5249,5250,5,1,2,2,6.0,65,+24.166,5798466,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Disqualified,montoya,1975-09-20,Colombian,brawn
5250,5251,4,11,3,3,4.0,65,+1:26.969,5861269,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Disqualified,suzuki,1960-09-08,Japanese,lola
5251,5252,27,6,4,4,3.0,64,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+2 Laps,irvine,1965-11-10,British,toyota
5252,5253,23,18,5,5,2.0,64,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+2 Laps,mansell,1953-08-08,British,jaguar
5253,5254,15,13,6,6,1.0,64,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+2 Laps,hakkinen,1968-09-28,Finnish,minardi
5254,5255,26,19,7,7,0.0,63,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+3 Laps,pantano,1979-02-04,Italian,forti
5255,5256,25,20,8,8,0.0,62,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+4 Laps,fittipaldi,1971-01-18,Brazilian,forti
5256,5257,11,23,9,9,0.0,62,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+4 Laps,damon_hill,1960-09-17,British,larrousse
5257,5258,31,24,10,10,0.0,61,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+5 Laps,senna,1960-03-21,Brazilian,team_lotus
5258,5259,8,8,11,11,0.0,59,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Clutch,montermini,1964-05-30,Italian,bmw_sauber
5259,5260,6,4,\N,12,0.0,53,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Gearbox,cesaris,1959-05-31,Italian,brawn
5260,5261,7,3,\N,13,0.0,48,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Gearbox,marques,1976-01-19,Brazilian,bmw_sauber
5261,5262,12,22,\N,14,0.0,41,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Radiator,mcnish,1969-12-29,British,larrousse
5262,5263,14,5,\N,15,0.0,39,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Radiator,ralf_schumacher,1975-06-30,German,minardi
5263,5264,9,21,\N,16,0.0,35,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Gearbox,alboreto,1956-12-23,Italian,pacific
5264,5265,2,9,\N,17,0.0,32,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,+1 Lap,trulli,1974-07-13,Italian,renault
5265,5266,34,25,\N,18,0.0,32,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Heat shield fire,schiattarella,1967-11-17,Italian,simtek
5266,5267,28,7,\N,19,0.0,27,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Transmission,larini,1964-03-19,Italian,toyota
5267,5268,10,15,\N,20,0.0,24,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Oil line,fontana,1975-01-20,Argentine,pacific
5268,5269,30,12,\N,21,0.0,21,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Transmission,verstappen,1972-03-04,Dutch,bar
5269,5270,20,16,\N,22,0.0,19,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Suspension,brabham,1965-09-05,Australian,brabham
5270,5271,3,10,\N,23,0.0,16,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Gearbox,sospiri,1966-10-07,Italian,lola
5271,5272,24,14,\N,24,0.0,4,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Gearbox,beretta,1969-11-23,Monegasque,jaguar
5272,5273,33,26,\N,25,0.0,2,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Radiator,lehto,1966-01-31,Finnish,simtek
5273,5274,19,17,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Gearbox,ratzenberger,1960-07-04,Austrian,brabham
5274,5275,32,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,6,12/06/94,\N,magny_cours,France,46.8642,Chassis,lavaggi,1958-02-18,Italian,team_lotus
5275,5276,5,1,1,1,10.0,69,1:44:32.1,6272100,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Disqualified,montoya,1975-09-20,Colombian,brawn
5276,5277,0,4,2,2,6.0,69,+39.66,6311760,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Disqualified,sarrazin,1975-11-02,French,renault
5277,5278,27,2,3,3,4.0,69,+1:13.338,6345438,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Disqualified,irvine,1965-11-10,British,toyota
5278,5279,28,3,4,4,3.0,69,+1:15.609,6347709,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Disqualified,larini,1964-03-19,Italian,toyota
5279,5280,2,5,5,5,2.0,68,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+2 Laps,trulli,1974-07-13,Italian,renault
5280,5281,6,20,6,6,1.0,68,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+2 Laps,cesaris,1959-05-31,Italian,brawn
5281,5282,14,6,7,7,0.0,68,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+2 Laps,ralf_schumacher,1975-06-30,German,minardi
5282,5283,12,17,8,8,0.0,68,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+2 Laps,mcnish,1969-12-29,British,larrousse
5283,5284,23,15,9,9,0.0,68,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+2 Laps,mansell,1953-08-08,British,jaguar
5284,5285,4,13,10,10,0.0,67,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Radiator,suzuki,1960-09-08,Japanese,lola
5285,5286,24,18,11,11,0.0,67,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+3 Laps,beretta,1969-11-23,Monegasque,jaguar
5286,5287,26,19,12,12,0.0,67,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+3 Laps,pantano,1979-02-04,Italian,forti
5287,5288,25,24,13,13,0.0,66,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+4 Laps,fittipaldi,1971-01-18,Brazilian,forti
5288,5289,31,25,14,14,0.0,65,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+5 Laps,senna,1960-03-21,Brazilian,team_lotus
5289,5290,11,23,15,15,0.0,62,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+8 Laps,damon_hill,1960-09-17,British,larrousse
5290,5291,9,16,\N,16,0.0,68,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Accident,alboreto,1956-12-23,Italian,pacific
5291,5292,7,7,\N,17,0.0,61,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Gearbox,marques,1976-01-19,Brazilian,bmw_sauber
5292,5293,19,22,\N,18,0.0,57,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Gearbox,ratzenberger,1960-07-04,Austrian,brabham
5293,5294,10,11,\N,19,0.0,50,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Clutch,fontana,1975-01-20,Argentine,pacific
5294,5295,34,26,\N,20,0.0,47,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+42 Laps,schiattarella,1967-11-17,Italian,simtek
5295,5296,20,21,\N,21,0.0,45,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Hydraulics,brabham,1965-09-05,Australian,brabham
5296,5297,3,9,\N,22,0.0,44,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Collision,sospiri,1966-10-07,Italian,lola
5297,5298,15,8,\N,23,0.0,40,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Radiator,hakkinen,1968-09-28,Finnish,minardi
5298,5299,29,14,\N,24,0.0,24,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+42 Laps,gounon,1963-01-01,French,bar
5299,5300,30,10,\N,25,0.0,5,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Radiator,verstappen,1972-03-04,Dutch,bar
5300,5301,8,12,\N,26,0.0,3,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,+1 Lap,montermini,1964-05-30,Italian,bmw_sauber
5301,5302,33,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,7,03/07/94,\N,silverstone,UK,52.0786,Injury,lehto,1966-01-31,Finnish,simtek
5302,5303,5,3,1,1,10.0,72,1:38:36.2,5916200,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Disqualified,montoya,1975-09-20,Colombian,brawn
5303,5304,0,1,2,2,6.0,72,+12.642,5928842,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Disqualified,sarrazin,1975-11-02,French,renault
5304,5305,28,5,3,3,4.0,72,+52.765,5968965,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Disqualified,larini,1964-03-19,Italian,toyota
5305,5306,30,10,4,4,3.0,71,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+2 Laps,verstappen,1972-03-04,Dutch,bar
5306,5307,23,16,5,5,2.0,70,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+3 Laps,mansell,1953-08-08,British,jaguar
5307,5308,29,11,6,6,1.0,70,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+3 Laps,gounon,1963-01-01,French,bar
5308,5309,12,19,7,7,0.0,70,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+3 Laps,mcnish,1969-12-29,British,larrousse
5309,5310,9,18,8,8,0.0,70,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+3 Laps,alboreto,1956-12-23,Italian,pacific
5310,5311,32,26,9,9,0.0,68,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+5 Laps,alliot,1954-07-27,French,team_lotus
5311,5312,4,17,10,10,0.0,67,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,+6 Laps,suzuki,1960-09-08,Japanese,lola
5312,5313,20,20,11,11,0.0,66,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Gearbox,brabham,1965-09-05,Australian,brabham
5313,5314,3,14,\N,12,0.0,53,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Radiator,sospiri,1966-10-07,Italian,lola
5314,5315,7,9,\N,13,0.0,48,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Gearbox,marques,1976-01-19,Brazilian,bmw_sauber
5315,5316,2,2,\N,14,0.0,45,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Transmission,boullion,1969-12-27,French,renault
5316,5317,27,4,\N,15,0.0,41,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Engine,irvine,1965-11-10,British,toyota
5317,5318,14,7,\N,16,0.0,41,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Engine,ralf_schumacher,1975-06-30,German,minardi
5318,5319,25,15,\N,17,0.0,40,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Transmission,fittipaldi,1971-01-18,Brazilian,forti
5319,5320,19,25,\N,18,0.0,36,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Gearbox,ratzenberger,1960-07-04,Austrian,brabham
5320,5321,8,12,\N,19,0.0,29,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Gearbox,montermini,1964-05-30,Italian,bmw_sauber
5321,5322,10,22,\N,20,0.0,28,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Engine,fontana,1975-01-20,Argentine,pacific
5322,5323,26,13,\N,21,0.0,28,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Engine,pantano,1979-02-04,Italian,forti
5323,5324,31,24,\N,22,0.0,28,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Clutch,senna,1960-03-21,Brazilian,team_lotus
5324,5325,6,8,\N,23,0.0,25,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Radiator,wilson,1978-07-31,British,brawn
5325,5326,15,6,\N,24,0.0,24,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Transmission,hakkinen,1968-09-28,Finnish,minardi
5326,5327,24,21,\N,25,0.0,21,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Gearbox,beretta,1969-11-23,Monegasque,jaguar
5327,5328,11,23,\N,26,0.0,20,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Gearbox,damon_hill,1960-09-17,British,larrousse
5328,5329,33,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Injury,lehto,1966-01-31,Finnish,simtek
5329,5330,34,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,8,10/07/94,\N,hockenheimring,Germany,49.3278,Injury,schiattarella,1967-11-17,Italian,simtek
5330,5331,0,1,1,1,10.0,60,1:30:03.640,5403640,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Disqualified,sarrazin,1975-11-02,French,renault
5331,5332,27,4,2,2,6.0,60,+1:08.128,5471768,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Disqualified,irvine,1965-11-10,British,toyota
5332,5333,7,5,3,3,4.0,60,+1:40.659,5504299,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Disqualified,marques,1976-01-19,Brazilian,bmw_sauber
5333,5334,14,6,4,4,3.0,60,+1:41.751,5505391,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Disqualified,ralf_schumacher,1975-06-30,German,minardi
5334,5335,2,7,5,5,2.0,59,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+2 Laps,trulli,1974-07-13,Italian,renault
5335,5336,3,8,6,6,1.0,59,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+2 Laps,sospiri,1966-10-07,Italian,lola
5336,5337,30,13,7,7,0.0,59,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+2 Laps,verstappen,1972-03-04,Dutch,bar
5337,5338,6,10,8,8,0.0,59,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+2 Laps,wilson,1978-07-31,British,brawn
5338,5339,9,20,9,9,0.0,58,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+3 Laps,alboreto,1956-12-23,Italian,pacific
5339,5340,23,14,10,10,0.0,58,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+3 Laps,mansell,1953-08-08,British,jaguar
5340,5341,12,21,11,11,0.0,58,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+3 Laps,mcnish,1969-12-29,British,larrousse
5341,5342,26,15,12,12,0.0,58,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+3 Laps,pantano,1979-02-04,Italian,forti
5342,5343,25,23,13,13,0.0,58,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+3 Laps,fittipaldi,1971-01-18,Brazilian,forti
5343,5344,19,24,14,14,0.0,58,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+3 Laps,ratzenberger,1960-07-04,Austrian,brabham
5344,5345,31,25,15,15,0.0,57,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+4 Laps,senna,1960-03-21,Brazilian,team_lotus
5345,5346,32,26,16,16,0.0,57,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,+4 Laps,alliot,1954-07-27,French,team_lotus
5346,5347,5,2,\N,17,0.0,60,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Accident,montoya,1975-09-20,Colombian,brawn
5347,5348,24,17,\N,18,0.0,48,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,beretta,1969-11-23,Monegasque,jaguar
5348,5349,28,3,\N,19,0.0,32,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,larini,1964-03-19,Italian,toyota
5349,5350,4,11,\N,20,0.0,20,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Transmission,suzuki,1960-09-08,Japanese,lola
5350,5351,20,22,\N,21,0.0,12,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,brabham,1965-09-05,Australian,brabham
5351,5352,29,18,\N,22,0.0,11,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,gounon,1963-01-01,French,bar
5352,5353,10,16,\N,23,0.0,5,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,fontana,1975-01-20,Argentine,pacific
5353,5354,11,19,\N,24,0.0,4,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,damon_hill,1960-09-17,British,larrousse
5354,5355,8,9,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,montermini,1964-05-30,Italian,bmw_sauber
5355,5356,15,12,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Gearbox,hakkinen,1968-09-28,Finnish,minardi
5356,5357,34,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Injury,schiattarella,1967-11-17,Italian,simtek
5357,5358,33,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,9,31/07/94,\N,hungaroring,Hungary,47.5789,Injury,lehto,1966-01-31,Finnish,simtek
5358,5359,28,1,1,1,10.0,45,1:22:37.2,4957200,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Disqualified,larini,1964-03-19,Italian,toyota
5359,5360,26,12,2,2,6.0,45,+54.779,5011979,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Disqualified,pantano,1979-02-04,Italian,forti
5360,5361,25,14,3,3,4.0,45,+1:05.0421,5022621,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Disqualified,fittipaldi,1971-01-18,Brazilian,forti
5361,5362,9,17,4,4,3.0,45,+1:21.609,5038809,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Disqualified,alboreto,1956-12-23,Italian,pacific
5362,5363,10,16,5,5,2.0,45,+1:30.544,5047744,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Disqualified,fontana,1975-01-20,Argentine,pacific
5363,5364,20,22,6,6,1.0,45,+1:45.445,5062645,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Disqualified,brabham,1965-09-05,Australian,brabham
5364,5365,19,24,7,7,0.0,44,\N,\N,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,+2 Laps,ratzenberger,1960-07-04,Austrian,brabham
5365,5366,0,3,8,8,0.0,44,\N,\N,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,+2 Laps,sarrazin,1975-11-02,French,renault
5366,5367,32,26,\N,9,0.0,39,\N,\N,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Gearbox,alliot,1954-07-27,French,team_lotus
5367,5368,31,25,\N,10,0.0,37,\N,\N,\N,\N,\N,\N,10,14/08/94,\N,valencia,Spain,39.4589,Hydraulics,senna,1960-03-21,Brazilian,team_lotus
